device_name,device_id,computation_resources,task_sizes,computing_demands,network_conditions,iot_x_locations,iot_y_locations,edge_x_locations,edge_y_locations,distances,energy_consumption,latency,cost
TV,739394,1237.4658194274982,13.752660937176673,592.2294049733166,76.67615299154919,91,20,60,35,34.438350715445125,3439.9831898522298,120.91209346361177,0.5030561440646004
TV,739395,1424.378016449062,48.037704832307185,644.2395022186131,87.89921550346165,70,35,51,63,33.83784863137726,3311.3687515144784,102.15897293035715,1.9556458605873148
TV,739396,1750.7658620260008,45.48700659065567,1429.5434650599077,70.13587598782023,53,61,32,70,22.847319317591726,2756.359010117921,134.54171527066293,0.2319685054938944
TV,739397,1587.9256633579298,15.757841783155717,1415.4807347955161,57.733945718470444,90,47,63,58,29.154759474226502,4014.242342597824,137.82735009790215,1.540203822582784
TV,739398,1631.3874233914494,48.66861420273384,1138.5136363891984,92.71199917210818,99,53,64,52,35.014282800023196,4486.188375359465,84.22450204014562,1.8560452824488263
TV,739399,1186.4840857174765,20.912084435448843,1135.8999945011108,21.92004175103663,16,40,34,45,18.681541692269406,2058.0410690017543,81.98980349554887,1.3436492920546221
TV,739400,1382.467506445055,44.78794176762141,758.9855577433616,37.820601789497886,8,40,45,42,37.05401462729781,1759.4405529273533,138.96511555826936,2.3416858251167576
TV,739401,1055.954494299645,31.419201584947157,1465.8125179049907,44.54284885508146,27,84,41,25,60.63827174318213,1529.3644784693718,50.335042227040525,1.7791773072953494
TV,739402,1577.092316309827,37.505790179022895,1248.0870072179764,47.70047906770311,28,44,74,63,49.76946855251722,4506.875793053768,68.24007370772354,0.7262014331970981
TV,739403,1874.448361475724,46.1150668968718,596.0209751022288,46.556588060805126,37,62,75,86,44.94441010848846,4043.881242237255,58.096386777868005,0.7531071214706416
TV,739404,1357.0007499263354,43.75213011113806,1404.551839008522,67.69704253652984,99,11,96,36,25.179356624028344,2436.1139669318172,97.47578133893138,0.44738112399957924
TV,739405,1878.40489703067,31.20833435793064,1180.6784299432643,60.59335403329559,80,74,76,94,20.396078054371138,3631.5670846452617,65.78164756115785,2.2202546504436147
TV,739406,1091.926185409967,3.7452047082364492,1082.0644841779144,44.42363130402739,44,68,73,1,73.00684899377592,1252.4304983375218,95.05148110431408,0.2681409255781544
TV,739407,1494.2033101179932,18.962349790148593,1147.899989772278,63.22460039273352,43,74,62,80,19.924858845171276,2743.2932077796013,87.29336439542243,0.15842094752700095
TV,739408,1147.9677688582942,33.1063962390479,859.0705605099803,25.025127915303102,16,88,73,24,85.70297544426332,3046.9464433699436,69.82053251422478,2.23914182733051
TV,739409,1049.2299500285728,6.657706182241293,1286.6730227506978,28.437658259078876,2,43,89,24,89.05054744357274,1972.771669086311,67.82170111214178,1.8054596546374597
TV,739410,1141.845605534414,16.001057129175848,793.963001370469,20.099882510322413,99,66,33,0,93.33809511662427,1130.6974231368358,138.3217801697498,1.649486867817495
TV,739411,1985.7700440246228,6.740995723502089,1285.0588260918585,88.59841761090249,94,0,22,7,72.3394774656273,4060.0471317639276,77.60239582730307,1.7207691648566603
TV,739412,1898.77189305043,43.93879333945527,1434.311436358677,59.507788583234195,87,78,50,15,73.06161783043132,4130.546355247136,128.43822151160984,1.147063907286848
TV,739413,1414.0779235396228,35.64569568143605,1331.4347011075808,21.363957618390575,24,87,38,25,63.56099432828282,4792.18720723249,143.45125972027844,1.148429577680798
TV,739414,1865.526023814151,46.6214116824127,897.4146045457869,36.393716178880254,42,28,74,37,33.24154027718932,2028.0830402639806,99.7057539334692,1.288307902782192
TV,739415,1523.2849564257212,18.450446068081412,1119.1644723764477,82.85781093177252,69,12,19,88,90.97252332435328,4326.576344756342,148.82132463374379,2.2268899154771153
TV,739416,1607.3042824190718,4.289844579155025,758.2426314507562,12.082800515644612,32,20,46,47,30.4138126514911,1683.574691743942,59.95464606591084,2.385033902124383
TV,739417,1958.4177081481648,23.716040787655665,695.951362845724,34.81645824940902,85,16,33,79,81.68843247363729,4892.580092425973,125.31791263221861,1.4307037098334472
TV,739418,1065.319775085874,39.041440161585484,1158.0788895711528,97.31300324329167,77,70,15,35,71.19691004531025,1803.1351362994362,82.35667429709585,0.2973144383021421
TV,739419,1438.8422930204092,8.289456477812587,1067.1941238911675,34.544568636317905,92,16,72,3,23.853720883753127,4712.267729044444,108.24155159835533,2.2629422538983177
TV,739420,1543.6964466222469,38.011996594189085,894.9066643691325,14.672859864025193,68,70,78,29,42.20189569201838,1607.082532819973,122.67158009592777,0.9141235794589331
TV,739421,1055.3825251342635,5.616174084622231,707.3332193373777,37.67975181451417,34,98,30,19,79.1012010022604,1139.2523684766802,85.23665342552027,0.5162161846573737
TV,739422,1405.54909952871,8.14818611784916,1043.1851988159385,39.84528209347358,15,92,13,57,35.05709628591621,3929.6230176335534,75.29601543880025,2.049035879390801
TV,739423,1581.3020290802435,37.62411968532747,1227.185997520323,19.409702926855314,27,21,0,88,72.2357252334328,4571.356521615454,93.88157995867627,2.062979653239091
TV,739424,1494.5269329064986,19.912528618271597,583.1758496555574,82.41162873630826,36,12,27,0,15.0,1841.7218896485017,53.714913086117676,1.8728540841774672
TV,739425,1267.5782174380524,49.13270773209301,1267.8913401195823,30.6672920484332,58,1,18,78,86.76981041814025,2439.5379283086086,59.761265585533444,0.13280652504770468
TV,739426,1919.8042617489882,38.47996533987227,880.2678479794039,32.07904918423301,93,65,78,22,45.5411901469428,3689.7667724442495,57.57670360857213,1.3034228022152623
TV,739427,1261.2599083708196,4.977618237517655,1259.7669192436683,27.956946655338456,93,51,63,21,42.42640687119285,4384.320733551795,115.05376571802877,1.883951916666391
TV,739428,1555.1801105209029,11.898248199309526,572.3344367900937,28.876220572685934,74,97,44,36,67.97793759742936,2388.635511365977,97.03484527911138,0.35697157589410855
TV,739429,1919.047669702955,9.302574264378782,809.2435930856003,29.650604675977622,69,89,79,40,50.00999900019995,4158.301684347978,53.303383704505016,2.1853463136408173
TV,739430,1140.669012816217,47.193353843814286,1268.658633186942,79.69007150914514,66,27,88,1,34.058772731852805,3193.1139652532815,79.8646984565126,2.059551515464526
TV,739431,1651.5719536425145,39.294728349293536,758.493416764628,95.07777418659099,40,87,96,70,58.52349955359813,1047.636079477832,118.16738880734955,0.9865976478179592
TV,739432,1881.0598269852364,27.421850699674973,1439.4320448809588,36.282545101889035,8,93,68,87,60.29925372672534,3521.229061726598,149.12779830857423,1.7468511246376657
TV,739433,1955.9106583583532,12.50868342218096,1166.3965380097272,92.99588093864963,77,54,11,68,67.468511173732,2277.664010527855,101.70292568644415,0.9053514011617103
TV,739434,1845.4007394709463,21.485889814249045,1082.410018719423,75.08273092846859,91,29,44,33,47.16990566028302,4453.041147157667,83.65879113291172,1.5301971300283401
TV,739435,1363.702663637538,32.445764513966346,1392.4598319513718,50.84406829092705,82,92,21,13,99.80981915623332,4395.739848887118,72.13750131245413,1.0113801232042847
TV,739436,1947.1377907185913,5.765287760162522,602.2180240618432,44.0498846758324,47,19,17,42,37.8021163428716,1487.3646379524391,81.7354903944427,1.0104315703444102
TV,739437,1054.0574153709777,25.93413521613272,739.0277494324383,63.573205125360076,31,85,16,46,41.78516483155236,2800.2272011674117,86.46537611903034,1.7760293675198202
TV,739438,1143.9088501720344,42.956771689599094,873.6344865685186,13.17444883619477,15,16,25,25,13.45362404707371,2479.788618939794,71.04756910304859,0.5367207195654892
TV,739439,1703.2452967598601,27.815348043226873,841.2618419756523,36.27665081395452,17,78,51,0,85.0881895447306,2084.061803879119,118.65339765820467,0.4714690975112624
TV,739440,1503.482766431972,18.97314941632217,927.1840029062428,88.52086575657572,16,84,77,8,97.45255255764212,1554.188264991482,109.36921589597414,0.6662930349764832
TV,739441,1591.2938324559361,13.018316744872436,807.646089173689,68.94070079083004,29,36,97,32,68.11754546370561,4212.010909315579,76.17848835287317,0.6352991401718058
TV,739442,1818.774727857369,5.268972042899289,1164.8442537171754,78.65275607292295,49,64,87,90,46.04345773288535,1330.3109525940338,73.00918563898786,1.93143885313244
TV,739443,1552.9407370667718,24.367182007304283,1396.6311263716477,35.48089136557002,18,62,10,77,17.0,1414.0019858494043,107.17907851537144,2.482438863693031
TV,739444,1736.8842787322506,39.5867836220064,760.7964124937071,72.86387237966603,80,35,56,91,60.92618484691127,4920.659690859016,75.08659886677431,0.5386929517177896
TV,739445,1116.7193726938751,30.594589409397692,1475.525385980776,32.690763349976535,87,4,14,90,112.80514172678478,2716.0256735315666,65.74021139549126,1.5388254762157876
TV,739446,1287.2643734269675,18.60243561952868,1020.5324649865353,91.56342604567132,61,83,42,37,49.76946855251722,1169.6223729736187,65.82935702897278,2.329971651490027
TV,739447,1441.733571297563,26.31519587179747,763.2058810055861,21.387061269872895,21,95,85,43,82.46211251235322,2961.6298952736884,114.22400657074881,1.606708553185573
TV,739448,1769.0482254642188,39.65915714904665,1236.9673697806827,77.1732113357562,22,31,5,88,59.481089431852205,1055.640388948666,133.00733363300856,1.0323363968304065
TV,739449,1802.3412224571352,8.929601002324748,614.8147764703416,14.490526898781134,6,87,95,54,94.92101980067429,4424.351453998881,139.65187259949724,1.9237160926065513
TV,739450,1126.390664381037,49.59759707507709,1088.321826980447,60.819036832454266,79,81,91,7,74.96665925596525,3814.2919533429435,68.13545962112696,2.1104522288366594
TV,739451,1227.8354802176505,1.181958240911652,644.5582316842143,53.21793626786142,53,23,28,71,54.120236510939236,3857.2600620706507,65.92285376885648,1.9028080068229145
TV,739452,1616.0005863419008,4.976000571079529,1473.0648981396346,62.60452610644839,8,80,24,27,55.362442142665635,4540.559472314168,95.74353577088728,2.46356416081513
TV,739453,1060.803307616962,43.463583149077465,1231.2428389586687,98.0192372327758,26,69,93,78,67.60177512462228,4251.5522397678105,101.93306920770786,1.7066100401625182
TV,739454,1305.440141385291,38.389896391582596,1257.0772509912138,31.592864197051746,13,10,39,7,26.1725046566048,4566.176689011634,138.22908700741252,0.2948686220583417
TV,739455,1582.1479746022499,47.96580760570214,1087.2164382487608,42.262149612468725,99,99,94,49,50.24937810560445,4985.740632752915,80.99838436855651,0.9976510236014585
TV,739456,1560.3907880407814,31.663086885702665,835.0870147017176,40.15041081670988,49,59,62,76,21.400934559032695,2731.65213413842,92.22127234849063,0.1355772492531699
TV,739457,1051.6250097381098,33.15099351670857,664.0133334026053,12.449362326682703,74,59,94,27,37.73592452822641,4165.835146149067,121.9379300670536,2.053752357485433
TV,739458,1408.3574702799328,14.020622896030588,1348.1955870444644,70.2456995289495,2,46,44,27,46.09772228646444,1478.3407406185258,76.4829658730561,1.0150045254402
TV,739459,1179.0167343545797,44.23492468546875,983.8466276927018,94.56191659063249,77,5,67,31,27.85677655436824,4289.253708667907,126.50292563086111,1.3362219660296528
TV,739460,1750.8025866551816,16.47292749454336,1155.6286893924332,27.72405056645126,66,96,90,71,34.655446902326915,2373.5334470889006,148.4389592621664,1.304493252366669
TV,739461,1308.2776151310177,44.89963971968067,667.7816161382126,37.32669327765219,73,69,64,86,19.235384061671343,2661.645498551084,74.78108099500626,0.16389140632712138
TV,739462,1980.794140420809,19.98571836443928,1379.295817490468,17.503993399115252,98,15,26,53,81.41252974819048,3336.6314232180193,148.05654350700294,0.9762169259670226
TV,739463,1708.35109238865,9.01284445040595,894.3762409772422,80.58623574429045,40,38,44,9,29.274562336608895,2712.5018502136645,131.57457040604086,2.0261440987102315
TV,739464,1673.0642456282212,49.89446848090751,848.6920124241234,29.465052828702003,5,29,38,40,34.785054261852174,4396.749725325044,87.65577453002933,0.16926917662595936
TV,739465,1955.9799447388339,9.943395492775341,699.004897483173,93.20231993950648,92,34,81,85,52.172789842982326,2250.8871318418915,77.22995600706007,0.9375361632275651
TV,739466,1318.0217358522632,2.5551159417552025,1212.8865240306359,35.56951014220486,69,43,16,52,53.75872022286245,4373.911095958552,114.35883770949144,1.1094990761437011
TV,739467,1374.2421523687517,5.124637523933417,547.5133000245382,22.179584468692553,94,34,20,72,83.18653737234169,3515.015221993764,120.48588403971127,1.9038239980337301
TV,739468,1232.1766535751385,43.44937386475456,1462.9517630130845,71.08250054003486,99,52,25,89,82.73451516749222,3994.1840576254817,102.34678972569118,1.492046560355816
TV,739469,1364.922591742282,43.101584665587296,1117.014681213799,84.71113600805477,86,59,83,83,24.186773244895647,1019.8214828580841,101.39423611860593,0.5370076157252213
TV,739470,1803.2330998701789,3.064278944789763,784.4700676795245,51.49978013659532,47,18,27,10,21.540659228538015,3322.6461113877444,100.24211017402118,2.4542930893135013
TV,739471,1657.5256657519496,42.50052644995059,1373.1676442523697,13.395104234402398,74,62,38,85,42.720018726587654,1583.488515910703,122.23376017904857,1.2785106228649863
TV,739472,1140.1020450759017,49.2373633942721,590.0337350019927,40.315410193274104,97,13,58,27,41.43669871020132,2466.418700290483,52.745169244137045,0.6938443198719707
TV,739473,1007.4402790279203,13.682371418110755,580.1598464600539,72.2544780898148,45,89,23,19,73.37574531137656,1538.0794854392216,136.6727444871358,0.2760358950608984
TV,739474,1047.7708230332642,7.909065850242149,1170.652780868164,29.640907995864787,54,39,30,89,55.46169849544819,4569.61228887682,50.2261607774266,1.441137619383722
TV,739475,1495.1412490085374,14.93769968837425,692.0863076191282,33.22857873552801,73,79,23,93,51.92301994298868,1356.4968148162538,115.4521236418448,1.1906993550330818
TV,739476,1082.0331407127637,19.181790668006112,1119.0535389610704,11.701432497725666,9,65,57,79,50.0,3905.7334298498154,140.20653023212066,2.125741568736368
TV,739477,1321.2782417267722,1.861244880103939,790.0235319424687,16.016083620337668,26,44,61,34,36.40054944640259,1726.8497511182138,140.1035104358277,0.8695039666324674
TV,739478,1993.2997236753404,9.18704267125914,1448.1543480893693,71.54701194165897,71,62,66,44,18.681541692269406,4397.12913987791,68.17792692014925,1.5216274536149346
TV,739479,1509.6851131193603,4.534567364854484,1356.5190288256567,61.857217852941325,37,46,71,39,34.713109915419565,1102.7739938191048,131.0216187537446,1.8952337005448123
TV,739480,1502.326251413441,46.255427634778826,662.1517118490185,61.27023881752142,19,28,91,29,72.00694410957877,1162.7166559472064,145.79284465195923,2.3084710905449604
TV,739481,1467.881631359317,2.961928863273186,927.811150702674,40.21832559577988,94,38,53,49,42.44997055358225,4177.014340459755,79.73471362696326,1.7811635063606421
TV,739482,1060.2337690048382,45.21918930081027,1029.2031987507248,67.88685889505771,6,30,51,64,56.4003546088143,3538.760678090546,141.99733918079028,2.1038540645247843
TV,739483,1826.4621494624423,49.10573007558438,996.159663957746,93.18643047259684,17,84,77,53,67.53517601961218,2361.5908985543106,51.17230424118895,1.0854940598030114
TV,739484,1669.963530522451,2.175960830660999,1020.6287870424801,41.74767298608051,26,45,88,31,63.56099432828282,2626.669824762092,103.6123032013397,2.2183063140641246
TV,739485,1515.0216824757808,23.81693351908797,1308.331566208655,39.19369390068815,13,77,92,66,79.76214641043707,3557.023156047065,98.89060538407136,0.8117637876990058
TV,739486,1376.224870468287,26.111254139518383,1212.8233756403745,36.67263047867216,35,70,19,48,27.202941017470888,3227.669932689616,57.67198967536882,1.5948616076734676
TV,739487,1155.193844979107,18.8866136207553,1347.2692252162058,33.97556674991176,24,18,87,11,63.387695966961914,3625.7610439318796,91.22428443931263,0.45055321704128476
TV,739488,1655.9986842352228,1.568613200165806,1009.077832906172,16.109723216690547,68,63,89,73,23.259406699226016,4473.175195471677,63.05408524974706,0.4984082673269295
TV,739489,1189.3481531341765,35.27146923964555,853.6776265899719,97.86734750179507,50,25,18,73,57.688820407423826,4995.285711952707,121.85711018216409,2.203713738619377
TV,739490,1046.8042647870893,34.74054806805119,869.6202331998569,40.63955109187901,88,83,36,21,80.91971329657564,1060.400779897158,87.68087903301459,0.6490288778509196
TV,739491,1868.2395402903437,12.01650097821008,1117.950338550512,43.95938975349039,39,61,9,99,48.41487374764082,1205.8414160575683,111.60958464528746,1.9182724725137175
TV,739492,1478.836676168976,37.2978542636068,720.7440185737398,16.5010187571949,3,94,90,53,96.17692030835673,4801.49075385856,69.2719512233409,2.4103687911023908
TV,739493,1917.7504368286204,23.456070936757342,1039.1433877375705,32.382510450838986,76,48,10,55,66.37017402418047,4133.338993894467,141.63773630367047,0.23569432534433288
TV,739494,1095.4449958750697,44.68577902019839,790.6728188800361,24.819436768735848,46,26,36,53,28.792360097775937,1953.919809100532,53.22709516943169,0.8633668974941242
TV,739495,1393.839859195318,1.7367899954385058,661.7617548464292,62.363238135939476,3,81,11,55,27.202941017470888,2952.7803594676143,76.31135012984765,0.7853440263210608
TV,739496,1765.4568681434148,25.51641446683431,789.2590284331419,87.1036826752031,89,58,13,71,77.10382610480494,3137.0513858400363,100.86998847708125,2.227488987680444
TV,739497,1169.6584909577734,20.694942945881582,666.2285582966781,66.13323780353342,98,48,59,71,45.27692569068709,4403.889784678873,146.4362970592656,0.2839780210668545
TV,739498,1541.801927423119,4.484378840578492,626.2138078922586,18.28368493157768,64,79,11,98,56.302753041036986,3233.094390640236,79.18358095272566,0.3376615698352648
TV,739499,1747.588849840246,42.52881149756536,501.5466359864396,89.23187484974333,55,48,94,73,46.32493928760188,2961.796747589821,52.405258788737385,1.4868236031651847
TV,739500,1851.8546496607098,34.68231050300289,1025.8888662689858,45.60050397801446,70,28,51,72,47.92702786528704,1331.1694419835508,120.48576413238264,1.7057746644925145
TV,739501,1860.0740482451768,21.218624147001805,978.1932785782137,28.93880101823432,53,10,7,25,48.38388161361178,4811.7927114324675,78.67892838805356,0.9413366525378255
TV,739502,1867.358285781492,23.239620821329936,1299.675432283466,15.986956485080306,13,21,18,79,58.215118311311535,3688.3118407417746,125.65351648026602,1.598768197473799
TV,739503,1581.5709405127539,49.206776777165096,799.9938417867153,64.46143684424311,56,74,54,10,64.03124237432849,4949.751093762978,61.26003429790635,2.009733011211649
TV,739504,1121.8153658139483,43.60789080224042,685.1034949445112,13.688400092252218,55,91,48,8,83.2946576918352,2692.286626873726,65.42246123438449,2.028708099502096
TV,739505,1540.0668732935856,38.364922511462375,769.7058927999799,42.744671312530755,5,93,84,30,101.04454463255303,4213.287624723609,67.28233325032565,1.9905548096570345
TV,739506,1687.7663628571788,24.64675789151277,688.7815260783932,93.05546073439729,39,96,84,60,57.62811813689564,1783.8027818067185,127.07362304085615,1.0887182589119047
TV,739507,1526.6193081078459,6.7329054940272455,921.1388924098569,32.9544418733703,52,7,49,15,8.54400374531753,4516.632816171006,79.52977324883076,0.36929194056621145
TV,739508,1679.6469164898488,48.30455047923288,642.7495844080725,11.779422727344214,34,46,38,54,8.94427190999916,1333.8779662625834,134.8366528120062,0.9248244723206223
TV,739509,1558.8068499556414,20.611115895349144,1030.906702510347,42.25023226160009,29,21,60,34,33.61547262794322,2211.10523971204,121.39918255225285,1.701710090949654
TV,739510,1979.504916530178,2.666510944088593,612.7760575553391,64.22723148754613,64,65,41,65,23.0,1784.2242034177525,105.44382140010391,1.2281689210556925
TV,739511,1712.991623907407,32.73608655242109,1358.8451695804083,98.26776181999097,91,90,96,95,7.0710678118654755,3773.6534554712184,76.01435315810866,1.4717303647015731
TV,739512,1027.6751244810919,38.83532830525744,621.0101821146443,28.109843048624302,56,80,88,12,75.15317691222374,2238.8199379149387,144.27456497599778,1.3314979626575558
TV,739513,1157.585204002965,18.697915945815584,1378.0056725741676,14.916871225701543,24,0,65,21,46.06517122512408,1337.770587145565,90.93135961229171,1.1621709846429225
TV,739514,1783.4757214704848,20.31510502993776,1179.3949797990945,76.88234368422209,68,54,67,14,40.01249804748511,1655.5143631540043,96.3302325097593,0.9673421943956918
TV,739515,1946.9152779179162,17.802523084574815,1127.455878625451,22.991833540644823,63,74,96,98,40.80441152620633,3260.5372646433216,63.09771539258197,0.23664410427443486
TV,739516,1285.7916966128985,43.1910636563088,1199.630923500522,62.32073105567472,39,28,79,92,75.47184905645283,1580.5404810356704,67.05472094832786,1.9382761005552507
